data.date,data.resultSet.0.detected_virus,data.resultSet.1.cres_successful,data.resultSet.10.detected_spam,data.resultSet.11.total_hard_bounces,data.resultSet.12.detected_virus_per_msg,data.resultSet.13.malicious_url,data.resultSet.14.total_recipients_delivered,data.resultSet.2.cres_failed,data.resultSet.3.threat_content_filter,data.resultSet.4.total_dlp_incidents,data.resultSet.5.total_clean_recipients,data.resultSet.6.total_recipients_processed,data.resultSet.7.ims_spam_increment_over_case,data.resultSet.8.detected_amp,data.resultSet.9.total_recipients,data.type,meta.totalCount,source_file
08/08/2023,0,2,0,3439,1,9,174479,0,7642,0,170148,177807,12,17,177938,mail_outgoing_traffic_summary,16,20230808-PRO-OM.json
09/08/2023,2,0,0,3453,0,0,174489,0,7654,3,170157,177809,2,18,177930,mail_outgoing_traffic_summary,13,20230809-PRO-OM.json
10/08/2023,0,0,0,3436,0,0,174476,0,7647,0,170145,177806,12,19,177933,mail_outgoing_traffic_summary,15,20230810-PRO-OM.json
11/08/2023,2,9,1,3448,6,0,174486,0,7654,0,170152,177800,0,14,177924,mail_outgoing_traffic_summary,0,20230811-PRO-OM.json
12/08/2023,0,0,2,3452,0,0,174488,0,7654,6,170147,177809,4,20,177934,mail_outgoing_traffic_summary,12,20230812-PRO-OM.json
13/08/2023,0,4,8,3437,0,3,174480,9,7654,8,170143,177794,0,7,177933,mail_outgoing_traffic_summary,7,20230813-PRO-OM.json
14/08/2023,0,0,0,3439,11,9,174470,5,7650,0,170147,177797,12,12,177921,mail_outgoing_traffic_summary,19,20230814-PRO-OM.json
15/08/2023,0,1,0,3446,1,0,174490,4,7638,5,170157,177797,0,5,177924,mail_outgoing_traffic_summary,0,20230815-PRO-OM.json
16/08/2023,10,0,0,3436,0,3,174483,1,7651,6,170152,177798,7,15,177936,mail_outgoing_traffic_summary,8,20230816-PRO-OM.json
17/08/2023,2,5,7,3445,11,0,174490,0,7650,0,170146,177801,14,18,177929,mail_outgoing_traffic_summary,14,20230817-PRO-OM.json
18/08/2023,4,4,0,3446,3,0,174478,0,7657,2,170156,177803,7,2,177918,mail_outgoing_traffic_summary,4,20230818-PRO-OM.json
19/08/2023,8,8,0,3456,0,5,174484,1,7658,2,170162,177810,4,11,177936,mail_outgoing_traffic_summary,11,20230819-PRO-OM.json
20/08/2023,0,8,0,3452,0,0,174486,0,7647,0,170157,177805,14,13,177931,mail_outgoing_traffic_summary,10,20230820-PRO-OM.json
21/08/2023,0,0,0,3436,1,0,174475,0,7644,0,170148,177806,7,10,177938,mail_outgoing_traffic_summary,8,20230821-PRO-OM.json
22/08/2023,1,0,0,3449,0,0,174474,6,7650,0,170149,177795,1,19,177926,mail_outgoing_traffic_summary,5,20230822-PRO-OM.json
23/08/2023,3,3,8,3447,0,0,174484,0,7641,0,170158,177801,1,7,177930,mail_outgoing_traffic_summary,7,20230823-PRO-OM.json
24/08/2023,9,7,2,3452,11,0,174484,0,7651,0,170154,177797,10,2,177921,mail_outgoing_traffic_summary,1,20230824-PRO-OM.json
25/08/2023,2,8,0,3454,5,0,174489,0,7654,0,170146,177795,14,13,177930,mail_outgoing_traffic_summary,12,20230825-PRO-OM.json
26/08/2023,0,8,0,3440,7,7,174483,10,7656,0,170143,177791,3,20,177923,mail_outgoing_traffic_summary,12,20230826-PRO-OM.json
27/08/2023,0,0,0,3455,0,3,174485,0,7655,4,170163,177799,4,4,177933,mail_outgoing_traffic_summary,15,20230827-PRO-OM.json
28/08/2023,0,4,3,3448,10,0,174486,8,7655,9,170162,177798,10,16,177929,mail_outgoing_traffic_summary,17,20230828-PRO-OM.json
29/08/2023,3,7,0,3451,4,0,174476,9,7639,0,170146,177805,0,17,177922,mail_outgoing_traffic_summary,15,20230829-PRO-OM.json
30/08/2023,5,7,0,3438,0,0,174473,0,7657,4,170159,177797,0,4,177935,mail_outgoing_traffic_summary,18,20230830-PRO-OM.json
31/08/2023,8,8,9,3449,9,10,174471,0,7638,7,170151,177795,12,0,177931,mail_outgoing_traffic_summary,8,20230831-PRO-OM.json
01/09/2023,7,0,0,3437,0,0,174484,0,7645,0,170151,177795,0,9,177934,mail_outgoing_traffic_summary,3,20230901-PRO-OM.json
02/09/2023,0,5,3,3450,8,0,174473,0,7643,9,170147,177794,0,9,177920,mail_outgoing_traffic_summary,10,20230902-PRO-OM.json
03/09/2023,0,2,0,3450,9,9,174474,0,7653,0,170159,177801,5,19,177927,mail_outgoing_traffic_summary,6,20230903-PRO-OM.json
04/09/2023,0,0,2,3456,6,10,174483,0,7641,2,170158,177810,11,14,177918,mail_outgoing_traffic_summary,5,20230904-PRO-OM.json
05/09/2023,5,7,6,3440,0,0,174473,0,7653,3,170153,177808,0,10,177924,mail_outgoing_traffic_summary,7,20230905-PRO-OM.json
06/09/2023,0,0,0,3436,10,4,174488,3,7642,4,170156,177805,0,19,177925,mail_outgoing_traffic_summary,5,20230906-PRO-OM.json
07/09/2023,0,3,0,3440,0,0,174471,10,7645,0,170159,177803,0,0,177921,mail_outgoing_traffic_summary,15,20230907-PRO-OM.json
08/09/2023,5,1,8,3456,0,0,174478,6,7658,0,170160,177791,0,16,177934,mail_outgoing_traffic_summary,19,20230908-PRO-OM.json
09/09/2023,0,5,6,3449,0,0,174488,0,7651,0,170146,177801,10,12,177931,mail_outgoing_traffic_summary,17,20230909-PRO-OM.json
10/09/2023,5,9,0,3450,0,5,174482,0,7638,0,170143,177794,10,10,177924,mail_outgoing_traffic_summary,12,20230910-PRO-OM.json
11/09/2023,0,0,4,3451,0,9,174483,0,7647,0,170158,177796,0,11,177933,mail_outgoing_traffic_summary,2,20230911-PRO-OM.json
12/09/2023,0,0,0,3436,7,0,174474,0,7639,0,170144,177792,6,4,177931,mail_outgoing_traffic_summary,11,20230912-PRO-OM.json
13/09/2023,0,0,2,3436,1,0,174488,0,7642,0,170160,177802,0,2,177927,mail_outgoing_traffic_summary,0,20230913-PRO-OM.json
14/09/2023,4,3,0,3452,0,0,174474,3,7640,0,170156,177802,0,17,177938,mail_outgoing_traffic_summary,19,20230914-PRO-OM.json
15/09/2023,3,7,4,3448,0,8,174475,6,7649,0,170145,177810,6,20,177923,mail_outgoing_traffic_summary,4,20230915-PRO-OM.json
16/09/2023,2,0,1,3448,2,0,174487,5,7655,8,170149,177808,0,4,177936,mail_outgoing_traffic_summary,16,20230916-PRO-OM.json
17/09/2023,0,0,0,3437,0,5,174490,3,7657,0,170146,177810,11,0,177930,mail_outgoing_traffic_summary,5,20230917-PRO-OM.json
18/09/2023,10,7,0,3452,1,0,174474,3,7658,0,170156,177805,0,13,177930,mail_outgoing_traffic_summary,0,20230918-PRO-OM.json
19/09/2023,0,0,0,3447,0,0,174490,7,7638,0,170156,177794,4,17,177929,mail_outgoing_traffic_summary,0,20230919-PRO-OM.json
20/09/2023,9,10,1,3447,1,0,174484,0,7656,0,170153,177793,0,15,177927,mail_outgoing_traffic_summary,0,20230920-PRO-OM.json
21/09/2023,9,8,0,3444,0,6,174487,7,7642,0,170156,177804,1,3,177923,mail_outgoing_traffic_summary,15,20230921-PRO-OM.json
22/09/2023,5,0,4,3455,0,2,174480,10,7641,0,170143,177803,0,18,177921,mail_outgoing_traffic_summary,1,20230922-PRO-OM.json
23/09/2023,7,5,0,3455,1,6,174482,7,7657,0,170149,177799,14,11,177919,mail_outgoing_traffic_summary,13,20230923-PRO-OM.json
24/09/2023,10,3,5,3443,3,9,174470,0,7651,0,170150,177807,12,2,177938,mail_outgoing_traffic_summary,13,20230924-PRO-OM.json
25/09/2023,0,4,6,3449,0,3,174477,3,7653,0,170150,177804,8,3,177934,mail_outgoing_traffic_summary,17,20230925-PRO-OM.json
26/09/2023,3,0,2,3454,7,5,174470,5,7638,0,170155,177800,6,17,177936,mail_outgoing_traffic_summary,5,20230926-PRO-OM.json
27/09/2023,5,0,0,3454,10,4,174489,4,7654,9,170159,177810,2,18,177933,mail_outgoing_traffic_summary,18,20230927-PRO-OM.json
28/09/2023,0,2,0,3449,6,1,174476,6,7643,0,170146,177796,14,0,177933,mail_outgoing_traffic_summary,4,20230928-PRO-OM.json
29/09/2023,0,0,8,3455,0,1,174478,0,7644,2,170144,177793,11,12,177925,mail_outgoing_traffic_summary,2,20230929-PRO-OM.json
30/09/2023,5,0,0,3444,0,9,174486,0,7638,0,170152,177794,14,5,177938,mail_outgoing_traffic_summary,6,20230930-PRO-OM.json
01/10/2023,0,0,0,3436,11,0,174480,0,7658,9,170144,177806,0,12,177920,mail_outgoing_traffic_summary,11,20231001-PRO-OM.json
02/10/2023,0,0,0,3437,7,3,174481,0,7653,1,170146,177806,6,13,177937,mail_outgoing_traffic_summary,8,20231002-PRO-OM.json
03/10/2023,4,0,3,3450,9,7,174489,0,7647,9,170163,177802,6,16,177931,mail_outgoing_traffic_summary,17,20231003-PRO-OM.json
04/10/2023,0,3,0,3441,8,3,174472,3,7656,0,170158,177800,3,1,177922,mail_outgoing_traffic_summary,14,20231004-PRO-OM.json
05/10/2023,4,1,0,3437,0,3,174476,6,7650,5,170144,177796,6,10,177931,mail_outgoing_traffic_summary,7,20231005-PRO-OM.json
06/10/2023,0,0,5,3448,5,3,174487,8,7649,0,170157,177804,2,0,177925,mail_outgoing_traffic_summary,14,20231006-PRO-OM.json
07/10/2023,0,4,1,3449,0,0,174489,0,7656,0,170145,177791,1,9,177936,mail_outgoing_traffic_summary,18,20231007-PRO-OM.json
08/10/2023,8,0,9,3453,4,0,174474,5,7651,0,170143,177800,2,15,177925,mail_outgoing_traffic_summary,1,20231008-PRO-OM.json
09/10/2023,0,0,0,3447,0,9,174486,1,7654,1,170149,177798,7,10,177935,mail_outgoing_traffic_summary,16,20231009-PRO-OM.json
10/10/2023,8,0,0,3438,0,2,174472,0,7640,6,170153,177794,9,6,177927,mail_outgoing_traffic_summary,5,20231010-PRO-OM.json
11/10/2023,2,10,0,3444,0,0,174482,2,7657,0,170143,177791,10,20,177922,mail_outgoing_traffic_summary,16,20231011-PRO-OM.json
12/10/2023,0,0,6,3456,0,0,174490,9,7649,0,170152,177800,0,1,177928,mail_outgoing_traffic_summary,15,20231012-PRO-OM.json
13/10/2023,3,10,2,3436,0,5,174488,0,7642,8,170143,177792,0,6,177935,mail_outgoing_traffic_summary,7,20231013-PRO-OM.json
14/10/2023,0,8,0,3439,7,0,174474,0,7649,7,170148,177795,10,5,177935,mail_outgoing_traffic_summary,6,20231014-PRO-OM.json
15/10/2023,4,0,0,3443,0,9,174483,0,7658,0,170162,177809,9,13,177926,mail_outgoing_traffic_summary,10,20231015-PRO-OM.json
16/10/2023,0,0,4,3443,2,6,174482,0,7644,0,170160,177790,0,10,177925,mail_outgoing_traffic_summary,11,20231016-PRO-OM.json
17/10/2023,0,2,10,3452,0,0,174482,0,7651,0,170149,177809,5,12,177933,mail_outgoing_traffic_summary,0,20231017-PRO-OM.json
18/10/2023,0,0,0,3440,0,8,174478,3,7655,5,170158,177793,4,13,177936,mail_outgoing_traffic_summary,18,20231018-PRO-OM.json
19/10/2023,0,7,9,3445,6,1,174486,1,7649,1,170160,177790,12,11,177933,mail_outgoing_traffic_summary,2,20231019-PRO-OM.json
20/10/2023,1,9,10,3444,9,0,174485,0,7639,0,170157,177791,6,14,177936,mail_outgoing_traffic_summary,16,20231020-PRO-OM.json
21/10/2023,3,2,6,3436,0,0,174471,0,7648,5,170161,177803,8,2,177926,mail_outgoing_traffic_summary,13,20231021-PRO-OM.json
22/10/2023,1,0,0,3442,3,4,174476,0,7647,0,170146,177806,0,17,177928,mail_outgoing_traffic_summary,15,20231022-PRO-OM.json
23/10/2023,0,4,5,3438,11,3,174475,2,7642,9,170154,177790,9,13,177938,mail_outgoing_traffic_summary,2,20231023-PRO-OM.json
24/10/2023,8,0,4,3444,0,0,174480,0,7650,7,170147,177808,6,14,177918,mail_outgoing_traffic_summary,6,20231024-PRO-OM.json
25/10/2023,0,0,8,3454,0,0,174480,0,7656,0,170154,177806,14,18,177933,mail_outgoing_traffic_summary,18,20231025-PRO-OM.json
26/10/2023,0,0,5,3444,1,0,174470,0,7645,0,170151,177808,7,14,177928,mail_outgoing_traffic_summary,8,20231026-PRO-OM.json
27/10/2023,9,6,8,3455,0,10,174483,0,7650,6,170154,177803,0,13,177930,mail_outgoing_traffic_summary,1,20231027-PRO-OM.json
28/10/2023,0,2,2,3455,2,10,174474,0,7650,0,170155,177808,2,7,177918,mail_outgoing_traffic_summary,5,20231028-PRO-OM.json
29/10/2023,0,0,0,3438,10,0,174487,0,7656,0,170148,177793,1,2,177933,mail_outgoing_traffic_summary,11,20231029-PRO-OM.json
30/10/2023,0,1,0,3437,0,2,174483,0,7640,2,170151,177806,9,19,177922,mail_outgoing_traffic_summary,3,20231030-PRO-OM.json
31/10/2023,1,0,9,3440,2,0,174488,0,7656,3,170158,177809,9,4,177918,mail_outgoing_traffic_summary,3,20231031-PRO-OM.json
01/11/2023,6,7,0,3456,4,4,174485,0,7640,0,170152,177810,12,15,177932,mail_outgoing_traffic_summary,4,20231101-PRO-OM.json
02/11/2023,2,2,3,3455,0,0,174489,0,7642,1,170151,177809,0,1,177925,mail_outgoing_traffic_summary,1,20231102-PRO-OM.json
03/11/2023,4,0,0,3454,0,10,174471,2,7648,0,170144,177796,0,19,177936,mail_outgoing_traffic_summary,12,20231103-PRO-OM.json
04/11/2023,0,5,0,3449,0,0,174475,0,7646,0,170150,177810,0,1,177923,mail_outgoing_traffic_summary,3,20231104-PRO-OM.json
05/11/2023,6,0,9,3444,0,9,174485,8,7640,0,170154,177790,5,7,177927,mail_outgoing_traffic_summary,2,20231105-PRO-OM.json
06/11/2023,0,0,5,3452,7,6,174487,0,7647,3,170146,177791,0,19,177922,mail_outgoing_traffic_summary,2,20231106-PRO-OM.json
07/11/2023,0,0,8,3456,9,1,174473,7,7645,0,170155,177809,8,16,177937,mail_outgoing_traffic_summary,19,20231107-PRO-OM.json
08/11/2023,5,5,0,3454,0,3,174473,0,7638,0,170146,177802,9,17,177933,mail_outgoing_traffic_summary,10,20231108-PRO-OM.json
09/11/2023,0,5,0,3449,3,0,174486,0,7641,4,170161,177808,14,13,177928,mail_outgoing_traffic_summary,18,20231109-PRO-OM.json
10/11/2023,0,5,0,3446,0,5,174482,10,7657,0,170161,177807,6,6,177931,mail_outgoing_traffic_summary,18,20231110-PRO-OM.json
11/11/2023,0,0,0,3444,0,0,174472,5,7651,7,170160,177796,3,2,177919,mail_outgoing_traffic_summary,5,20231111-PRO-OM.json
12/11/2023,0,4,0,3455,0,0,174489,0,7646,9,170163,177808,13,16,177932,mail_outgoing_traffic_summary,2,20231112-PRO-OM.json
13/11/2023,8,6,10,3443,3,0,174470,8,7646,6,170151,177806,0,14,177918,mail_outgoing_traffic_summary,0,20231113-PRO-OM.json
14/11/2023,0,0,2,3447,0,2,174473,0,7647,9,170161,177808,0,12,177938,mail_outgoing_traffic_summary,18,20231114-PRO-OM.json
15/11/2023,2,8,0,3454,8,9,174484,7,7657,0,170154,177798,6,9,177930,mail_outgoing_traffic_summary,0,20231115-PRO-OM.json
16/11/2023,0,10,2,3451,0,0,174476,0,7654,0,170155,177808,13,1,177935,mail_outgoing_traffic_summary,1,20231116-PRO-OM.json
17/11/2023,0,0,0,3453,0,10,174482,0,7645,8,170145,177808,1,5,177928,mail_outgoing_traffic_summary,13,20231117-PRO-OM.json
18/11/2023,0,1,0,3439,4,0,174482,8,7641,0,170143,177798,6,7,177932,mail_outgoing_traffic_summary,11,20231118-PRO-OM.json
19/11/2023,0,0,6,3440,9,0,174490,0,7638,7,170144,177801,6,7,177919,mail_outgoing_traffic_summary,7,20231119-PRO-OM.json
20/11/2023,0,6,0,3442,0,0,174476,0,7657,0,170160,177798,0,4,177931,mail_outgoing_traffic_summary,12,20231120-PRO-OM.json
21/11/2023,7,0,5,3449,0,0,174488,0,7648,7,170143,177793,4,20,177921,mail_outgoing_traffic_summary,12,20231121-PRO-OM.json
22/11/2023,6,3,0,3443,0,4,174478,0,7652,4,170160,177807,11,5,177930,mail_outgoing_traffic_summary,16,20231122-PRO-OM.json
23/11/2023,6,8,0,3448,7,9,174482,4,7639,0,170154,177795,0,3,177924,mail_outgoing_traffic_summary,0,20231123-PRO-OM.json
24/11/2023,0,8,9,3454,10,10,174479,0,7658,0,170158,177797,9,18,177927,mail_outgoing_traffic_summary,7,20231124-PRO-OM.json
25/11/2023,0,0,4,3448,0,10,174476,0,7653,0,170144,177804,14,3,177932,mail_outgoing_traffic_summary,9,20231125-PRO-OM.json
26/11/2023,0,0,0,3437,0,3,174473,8,7645,1,170153,177801,5,14,177919,mail_outgoing_traffic_summary,14,20231126-PRO-OM.json
27/11/2023,0,5,0,3451,4,0,174488,5,7653,7,170162,177799,0,7,177938,mail_outgoing_traffic_summary,18,20231127-PRO-OM.json
28/11/2023,8,10,0,3436,1,0,174470,0,7657,0,170161,177802,14,19,177922,mail_outgoing_traffic_summary,14,20231128-PRO-OM.json
29/11/2023,3,0,0,3450,8,4,174478,4,7642,10,170151,177800,0,11,177932,mail_outgoing_traffic_summary,14,20231129-PRO-OM.json
30/11/2023,2,2,8,3452,0,0,174475,0,7653,8,170154,177810,0,4,177932,mail_outgoing_traffic_summary,7,20231130-PRO-OM.json
01/12/2023,8,0,0,3436,2,0,174474,0,7653,0,170146,177805,11,11,177918,mail_outgoing_traffic_summary,10,20231201-PRO-OM.json
02/12/2023,2,8,0,3446,6,0,174484,9,7652,2,170160,177793,6,0,177934,mail_outgoing_traffic_summary,8,20231202-PRO-OM.json
03/12/2023,9,0,0,3437,5,0,174490,0,7640,0,170154,177808,7,3,177934,mail_outgoing_traffic_summary,7,20231203-PRO-OM.json
04/12/2023,9,0,4,3454,8,6,174484,3,7652,3,170162,177806,10,20,177937,mail_outgoing_traffic_summary,14,20231204-PRO-OM.json
05/12/2023,9,0,0,3450,11,0,174477,6,7638,0,170150,177793,6,1,177922,mail_outgoing_traffic_summary,6,20231205-PRO-OM.json
06/12/2023,0,0,0,3448,9,9,174486,6,7655,2,170156,177808,0,10,177937,mail_outgoing_traffic_summary,8,20231206-PRO-OM.json
07/12/2023,7,0,0,3446,4,0,174476,0,7646,10,170163,177801,14,11,177933,mail_outgoing_traffic_summary,19,20231207-PRO-OM.json
08/12/2023,0,6,0,3449,6,0,174476,2,7648,2,170162,177790,3,8,177934,mail_outgoing_traffic_summary,4,20231208-PRO-OM.json
09/12/2023,7,0,0,3442,1,2,174484,0,7655,0,170146,177801,0,6,177932,mail_outgoing_traffic_summary,0,20231209-PRO-OM.json
10/12/2023,0,0,0,3445,2,5,174479,2,7658,0,170146,177792,13,20,177923,mail_outgoing_traffic_summary,8,20231210-PRO-OM.json
11/12/2023,0,0,0,3442,0,0,174478,0,7647,3,170143,177792,11,19,177920,mail_outgoing_traffic_summary,15,20231211-PRO-OM.json
12/12/2023,6,0,4,3440,0,3,174490,0,7644,0,170153,177802,11,6,177921,mail_outgoing_traffic_summary,11,20231212-PRO-OM.json
13/12/2023,0,10,0,3437,4,2,174484,0,7648,4,170143,177796,12,19,177930,mail_outgoing_traffic_summary,0,20231213-PRO-OM.json
14/12/2023,6,0,0,3442,10,0,174488,7,7642,1,170160,177800,2,11,177928,mail_outgoing_traffic_summary,12,20231214-PRO-OM.json
15/12/2023,6,0,4,3441,8,0,174479,0,7654,0,170146,177798,2,2,177929,mail_outgoing_traffic_summary,5,20231215-PRO-OM.json
16/12/2023,10,0,0,3440,0,10,174484,0,7653,0,170150,177806,6,18,177933,mail_outgoing_traffic_summary,5,20231216-PRO-OM.json
17/12/2023,0,0,0,3436,0,3,174472,5,7649,3,170147,177805,4,5,177934,mail_outgoing_traffic_summary,19,20231217-PRO-OM.json
18/12/2023,0,5,0,3442,0,0,174483,0,7655,5,170154,177802,9,18,177935,mail_outgoing_traffic_summary,9,20231218-PRO-OM.json
19/12/2023,0,5,0,3439,0,0,174490,7,7655,0,170163,177794,4,7,177923,mail_outgoing_traffic_summary,16,20231219-PRO-OM.json
20/12/2023,6,0,0,3455,4,1,174471,9,7642,3,170158,177799,11,14,177931,mail_outgoing_traffic_summary,14,20231220-PRO-OM.json
21/12/2023,3,6,1,3439,0,0,174487,0,7642,10,170147,177798,8,12,177933,mail_outgoing_traffic_summary,5,20231221-PRO-OM.json
22/12/2023,10,10,0,3440,2,10,174485,7,7654,0,170160,177798,5,12,177938,mail_outgoing_traffic_summary,16,20231222-PRO-OM.json
23/12/2023,0,0,0,3447,0,0,174475,9,7652,9,170162,177804,10,6,177924,mail_outgoing_traffic_summary,2,20231223-PRO-OM.json
24/12/2023,0,8,0,3436,0,7,174488,3,7645,9,170162,177798,13,10,177937,mail_outgoing_traffic_summary,10,20231224-PRO-OM.json
25/12/2023,0,0,9,3447,11,0,174472,4,7655,8,170163,177796,9,16,177929,mail_outgoing_traffic_summary,14,20231225-PRO-OM.json
26/12/2023,0,9,0,3446,0,0,174477,2,7654,0,170162,177796,10,1,177930,mail_outgoing_traffic_summary,0,20231226-PRO-OM.json
27/12/2023,0,0,7,3449,7,0,174490,0,7648,0,170150,177808,6,10,177929,mail_outgoing_traffic_summary,17,20231227-PRO-OM.json
28/12/2023,0,8,6,3449,6,0,174485,0,7656,0,170161,177803,11,14,177920,mail_outgoing_traffic_summary,0,20231228-PRO-OM.json
29/12/2023,2,8,0,3453,4,0,174490,1,7640,3,170153,177805,0,5,177921,mail_outgoing_traffic_summary,1,20231229-PRO-OM.json
30/12/2023,0,0,0,3453,0,0,174483,3,7639,7,170145,177809,9,3,177926,mail_outgoing_traffic_summary,17,20231230-PRO-OM.json
31/12/2023,0,0,5,3445,3,6,174480,2,7647,5,170147,177806,14,12,177921,mail_outgoing_traffic_summary,17,20231231-PRO-OM.json
01/01/2024,6,9,0,3446,0,0,174490,0,7657,2,170145,177804,0,3,177929,mail_outgoing_traffic_summary,10,20240101-PRO-OM.json
02/01/2024,8,6,0,3445,0,3,174481,0,7654,0,170163,177790,0,18,177930,mail_outgoing_traffic_summary,13,20240102-PRO-OM.json
03/01/2024,2,0,4,3438,0,0,174490,7,7642,7,170160,177805,3,10,177934,mail_outgoing_traffic_summary,14,20240103-PRO-OM.json
04/01/2024,4,0,0,3455,10,5,174481,0,7638,0,170149,177810,3,7,177927,mail_outgoing_traffic_summary,16,20240104-PRO-OM.json
05/01/2024,0,0,0,3436,5,2,174474,4,7638,0,170155,177802,7,11,177930,mail_outgoing_traffic_summary,4,20240105-PRO-OM.json
06/01/2024,0,0,0,3451,0,0,174487,0,7643,0,170143,177802,1,14,177935,mail_outgoing_traffic_summary,6,20240106-PRO-OM.json
07/01/2024,10,7,9,3436,6,2,174473,0,7643,3,170158,177794,0,6,177937,mail_outgoing_traffic_summary,10,20240107-PRO-OM.json
08/01/2024,0,0,1,3452,3,8,174488,0,7652,0,170156,177799,1,5,177919,mail_outgoing_traffic_summary,13,20240108-PRO-OM.json
09/01/2024,0,2,2,3444,1,6,174484,0,7642,5,170155,177805,7,11,177937,mail_outgoing_traffic_summary,19,20240109-PRO-OM.json
10/01/2024,8,0,6,3437,0,0,174485,0,7657,0,170150,177803,13,12,177927,mail_outgoing_traffic_summary,6,20240110-PRO-OM.json
11/01/2024,3,0,6,3444,9,4,174485,5,7655,0,170162,177800,0,12,177927,mail_outgoing_traffic_summary,17,20240111-PRO-OM.json
12/01/2024,8,6,0,3446,7,0,174485,0,7641,0,170150,177805,7,16,177932,mail_outgoing_traffic_summary,17,20240112-PRO-OM.json
13/01/2024,6,0,0,3436,0,0,174490,0,7646,0,170160,177807,12,10,177936,mail_outgoing_traffic_summary,0,20240113-PRO-OM.json
14/01/2024,0,0,0,3445,7,0,174471,0,7640,7,170147,177791,6,16,177922,mail_outgoing_traffic_summary,17,20240114-PRO-OM.json
15/01/2024,3,9,0,3445,7,7,174479,0,7647,0,170159,177804,6,3,177928,mail_outgoing_traffic_summary,17,20240115-PRO-OM.json
16/01/2024,0,0,0,3454,4,4,174478,5,7639,0,170153,177801,13,9,177935,mail_outgoing_traffic_summary,2,20240116-PRO-OM.json
17/01/2024,0,3,0,3453,10,1,174470,7,7644,0,170154,177805,7,13,177934,mail_outgoing_traffic_summary,8,20240117-PRO-OM.json
18/01/2024,9,0,0,3436,0,7,174487,0,7644,8,170156,177797,9,18,177919,mail_outgoing_traffic_summary,19,20240118-PRO-OM.json
19/01/2024,4,0,0,3445,0,2,174489,0,7657,8,170148,177799,6,16,177932,mail_outgoing_traffic_summary,5,20240119-PRO-OM.json
20/01/2024,6,3,0,3446,1,8,174482,5,7647,6,170153,177805,10,7,177919,mail_outgoing_traffic_summary,9,20240120-PRO-OM.json
21/01/2024,8,6,0,3446,8,0,174471,1,7638,0,170156,177801,14,3,177925,mail_outgoing_traffic_summary,16,20240121-PRO-OM.json
22/01/2024,0,0,1,3439,0,0,174483,6,7644,0,170152,177790,14,15,177933,mail_outgoing_traffic_summary,1,20240122-PRO-OM.json
23/01/2024,5,0,7,3451,0,3,174488,0,7652,0,170146,177790,0,11,177931,mail_outgoing_traffic_summary,0,20240123-PRO-OM.json
24/01/2024,0,0,0,3445,3,1,174477,7,7654,0,170153,177793,0,19,177925,mail_outgoing_traffic_summary,6,20240124-PRO-OM.json
25/01/2024,0,8,2,3455,8,0,174477,0,7638,0,170144,177801,5,18,177920,mail_outgoing_traffic_summary,19,20240125-PRO-OM.json
26/01/2024,9,0,0,3453,0,10,174484,3,7638,8,170163,177792,12,8,177936,mail_outgoing_traffic_summary,0,20240126-PRO-OM.json
27/01/2024,0,1,6,3449,11,5,174476,0,7639,5,170154,177793,7,14,177926,mail_outgoing_traffic_summary,10,20240127-PRO-OM.json
28/01/2024,0,0,0,3456,3,6,174474,10,7640,0,170160,177805,11,6,177919,mail_outgoing_traffic_summary,15,20240128-PRO-OM.json
29/01/2024,8,0,10,3446,0,1,174477,4,7647,0,170145,177794,3,6,177927,mail_outgoing_traffic_summary,15,20240129-PRO-OM.json
30/01/2024,1,0,7,3456,10,3,174489,8,7642,0,170143,177793,10,2,177934,mail_outgoing_traffic_summary,18,20240130-PRO-OM.json
31/01/2024,0,2,3,3437,0,8,174486,2,7639,9,170153,177798,9,1,177919,mail_outgoing_traffic_summary,1,20240131-PRO-OM.json
01/02/2024,0,8,8,3439,11,0,174490,0,7648,0,170152,177808,0,5,177920,mail_outgoing_traffic_summary,8,20240201-PRO-OM.json
02/02/2024,2,4,0,3446,0,0,174473,0,7657,0,170156,177799,2,20,177936,mail_outgoing_traffic_summary,16,20240202-PRO-OM.json
03/02/2024,0,0,0,3441,0,0,174470,7,7653,5,170147,177792,0,14,177938,mail_outgoing_traffic_summary,6,20240203-PRO-OM.json
04/02/2024,0,6,8,3454,0,0,174490,9,7657,1,170161,177797,0,2,177931,mail_outgoing_traffic_summary,5,20240204-PRO-OM.json
05/02/2024,0,8,5,3445,1,0,174477,3,7644,1,170146,177793,0,19,177931,mail_outgoing_traffic_summary,12,20240205-PRO-OM.json
06/02/2024,0,7,0,3436,0,0,174487,6,7650,0,170150,177791,7,10,177936,mail_outgoing_traffic_summary,2,20240206-PRO-OM.json
07/02/2024,3,1,10,3445,0,0,174473,0,7639,0,170152,177802,0,2,177918,mail_outgoing_traffic_summary,6,20240207-PRO-OM.json
08/02/2024,1,0,10,3450,0,0,174473,8,7646,0,170153,177806,7,16,177920,mail_outgoing_traffic_summary,16,20240208-PRO-OM.json
09/02/2024,1,1,4,3452,9,3,174484,10,7649,0,170150,177800,2,9,177919,mail_outgoing_traffic_summary,13,20240209-PRO-OM.json
10/02/2024,4,0,0,3436,5,0,174474,0,7645,0,170153,177804,0,9,177927,mail_outgoing_traffic_summary,8,20240210-PRO-OM.json
11/02/2024,0,0,0,3436,1,0,174482,0,7652,0,170149,177794,5,12,177933,mail_outgoing_traffic_summary,3,20240211-PRO-OM.json
