data.date,data.resultSet.recipients_matched.0.ALLOW_PHIS_SIMULATION_WOMBAT,data.resultSet.recipients_matched.1.BLOC_SEC_BLACKLIST_QUARANTINE,data.resultSet.recipients_matched.10.BLOCK_SPAM_POSITIVE,data.resultSet.recipients_matched.11.BLOCK_SPAM_SDR_AWFUL,data.resultSet.recipients_matched.12.BLOCK_SPAM_SDR_AWFUL_RLUZYGAS,data.resultSet.recipients_matched.13.BLOCK_SPAM_SDR_POOR,data.resultSet.recipients_matched.14.BLOCK_SPAM_SDR_POOR_RLUZYGAS,data.resultSet.recipients_matched.15.BLOCK_SPAM_SUSPECT,data.resultSet.recipients_matched.16.BLOCK_YAMMER,data.resultSet.recipients_matched.17.DMARC_FAILURE,data.resultSet.recipients_matched.18.ESTUDIO_POSITIVO_SPAM,data.resultSet.recipients_matched.19.ESTUDIO_SUSPECTED_SPAM,data.resultSet.recipients_matched.2.BLOCK_SEC_ANTIVIRUS,data.resultSet.recipients_matched.20.MON_EIC_MAIL_CHIMP,data.resultSet.recipients_matched.21.MON_EIC_O365,data.resultSet.recipients_matched.22.MON_WL_AS_IP_DMARC,data.resultSet.recipients_matched.23.MONITOR_GRAYMAIL_NONE,data.resultSet.recipients_matched.24.MONITOR_GRAYMAIL_ZERO,data.resultSet.recipients_matched.25.MONITOR_WL_AS_IP_POS,data.resultSet.recipients_matched.26.MONITOR_WL_AS_IP_SUS,data.resultSet.recipients_matched.27.SPF_HARDFAIL,data.resultSet.recipients_matched.28.URL_QUARANTINE_MALICIOUS,data.resultSet.recipients_matched.3.BLOCK_SEC_Asunto_Mail_Delivered,data.resultSet.recipients_matched.4.BLOCK_SEC_BITCOIN,data.resultSet.recipients_matched.5.BLOCK_SEC_BLACKLIST_SOC_SPAM_INFO,data.resultSet.recipients_matched.6.BLOCK_SEC_EIC_Repsol,data.resultSet.recipients_matched.7.BLOCK_SEC_EIC_resto,data.resultSet.recipients_matched.8.BLOCK_SEC_extensiones_Peligrosas,data.resultSet.recipients_matched.9.BLOCK_SEC_MIME_Type_peligrosos,data.type,meta.totalCount,source_file
13/03/2024,23,106,14134,764,0,1294,0,4222,81775,1568,60,4,384,8,18,3,4632,2589,22,54,747,827,6796,9,37,40,79,47,0,mail_content_filter_incoming,7,20240313-PRO-ICF.json
14/03/2024,17,104,14139,776,0,1278,6,4224,81790,1580,65,19,375,20,18,16,4612,2593,28,45,753,829,6794,0,26,27,83,32,0,mail_content_filter_incoming,4,20240314-PRO-ICF.json
15/03/2024,10,101,14140,767,0,1276,0,4218,81783,1577,61,13,385,14,24,23,4613,2576,30,49,747,825,6795,0,32,27,80,39,7,mail_content_filter_incoming,5,20240315-PRO-ICF.json
16/03/2024,15,106,14131,772,0,1287,0,4213,81781,1561,68,11,387,4,6,15,4619,2580,23,52,744,822,6796,0,28,25,84,40,3,mail_content_filter_incoming,6,20240316-PRO-ICF.json
17/03/2024,15,89,14147,770,3,1289,3,4228,81787,1574,66,7,379,13,16,17,4624,2583,26,50,751,830,6799,7,35,21,70,33,0,mail_content_filter_incoming,9,20240317-PRO-ICF.json
18/03/2024,22,91,14132,772,0,1290,5,4226,81778,1563,65,9,385,17,13,11,4616,2588,33,53,749,821,6784,2,32,29,68,41,10,mail_content_filter_incoming,0,20240318-PRO-ICF.json
19/03/2024,18,100,14131,774,0,1283,0,4229,81785,1575,69,11,380,10,14,18,4612,2576,31,57,757,835,6794,0,25,38,65,31,0,mail_content_filter_incoming,9,20240319-PRO-ICF.json
20/03/2024,19,92,14146,775,5,1290,0,4215,81784,1561,65,12,387,16,22,5,4623,2585,29,42,752,831,6795,0,38,25,81,37,0,mail_content_filter_incoming,3,20240320-PRO-ICF.json
21/03/2024,13,107,14146,772,6,1289,8,4229,81793,1579,65,6,385,2,24,16,4619,2575,26,44,757,840,6802,4,27,37,77,49,5,mail_content_filter_incoming,0,20240321-PRO-ICF.json
22/03/2024,22,93,14140,775,9,1283,0,4232,81789,1569,54,0,383,9,6,4,4618,2579,30,45,742,826,6797,5,24,40,76,46,4,mail_content_filter_incoming,0,20240322-PRO-ICF.json
23/03/2024,22,99,14145,765,10,1281,0,4226,81783,1578,68,8,384,10,6,9,4618,2589,34,40,747,839,6791,2,38,39,74,46,0,mail_content_filter_incoming,0,20240323-PRO-ICF.json
24/03/2024,28,103,14137,781,4,1288,5,4226,81781,1578,54,7,379,12,8,16,4623,2588,28,50,746,836,6800,6,23,20,67,41,0,mail_content_filter_incoming,0,20240324-PRO-ICF.json
25/03/2024,20,105,14149,777,0,1287,2,4216,81790,1570,59,13,378,1,22,18,4629,2575,29,43,742,824,6796,0,21,38,74,33,0,mail_content_filter_incoming,0,20240325-PRO-ICF.json
26/03/2024,24,102,14131,775,0,1293,0,4231,81783,1568,65,17,373,20,23,18,4619,2575,26,55,758,833,6794,0,30,34,71,50,0,mail_content_filter_incoming,7,20240326-PRO-ICF.json
27/03/2024,16,107,14149,764,7,1293,0,4216,81779,1563,70,16,381,10,24,15,4627,2576,31,46,746,823,6799,0,25,32,83,38,8,mail_content_filter_incoming,0,20240327-PRO-ICF.json
28/03/2024,10,107,14129,783,0,1292,9,4228,81790,1566,69,14,384,9,15,23,4618,2574,31,42,758,826,6789,6,36,30,67,37,0,mail_content_filter_incoming,3,20240328-PRO-ICF.json
29/03/2024,16,88,14145,782,0,1281,0,4219,81786,1560,64,14,376,15,22,18,4615,2593,35,44,750,839,6800,4,28,34,73,32,1,mail_content_filter_incoming,5,20240329-PRO-ICF.json
30/03/2024,26,98,14149,774,0,1287,7,4213,81792,1577,58,16,374,6,8,21,4619,2582,28,49,743,825,6794,4,31,29,78,46,0,mail_content_filter_incoming,5,20240330-PRO-ICF.json
31/03/2024,25,99,14142,768,0,1294,5,4213,81779,1577,63,20,377,8,21,20,4626,2579,28,55,745,838,6800,10,30,38,79,39,5,mail_content_filter_incoming,0,20240331-PRO-ICF.json
01/04/2024,22,102,14146,775,1,1288,0,4226,81789,1578,65,20,378,4,8,9,4616,2585,16,55,755,825,6794,0,37,20,74,45,8,mail_content_filter_incoming,7,20240401-PRO-ICF.json
02/04/2024,25,87,14144,772,8,1276,10,4215,81786,1567,60,20,379,7,7,10,4615,2575,18,51,755,827,6790,2,27,39,66,47,0,mail_content_filter_incoming,2,20240402-PRO-ICF.json
03/04/2024,28,97,14137,765,0,1287,2,4233,81788,1577,69,9,378,10,21,10,4616,2576,28,50,743,825,6800,10,37,23,77,35,0,mail_content_filter_incoming,0,20240403-PRO-ICF.json
04/04/2024,14,105,14145,780,0,1285,10,4218,81774,1576,70,11,389,4,9,17,4624,2591,15,42,747,833,6789,0,36,25,70,31,0,mail_content_filter_incoming,9,20240404-PRO-ICF.json
05/04/2024,26,98,14137,766,0,1291,3,4233,81780,1564,70,20,388,1,22,13,4612,2584,16,47,758,835,6784,0,25,20,81,44,10,mail_content_filter_incoming,0,20240405-PRO-ICF.json
06/04/2024,28,99,14130,772,5,1282,0,4217,81773,1577,55,17,384,0,12,16,4628,2593,21,55,762,824,6796,0,32,24,72,43,2,mail_content_filter_incoming,1,20240406-PRO-ICF.json
07/04/2024,24,99,14135,782,1,1281,9,4224,81777,1572,53,16,380,20,23,14,4618,2579,34,56,756,827,6789,9,34,27,84,38,0,mail_content_filter_incoming,0,20240407-PRO-ICF.json
08/04/2024,26,105,14142,782,10,1282,0,4214,81788,1565,55,16,375,16,20,17,4614,2587,33,57,745,832,6785,6,18,29,68,46,0,mail_content_filter_incoming,0,20240408-PRO-ICF.json
09/04/2024,29,103,14136,764,0,1280,4,4226,81779,1563,68,10,381,11,24,15,4627,2574,30,42,755,839,6787,1,35,30,76,37,4,mail_content_filter_incoming,0,20240409-PRO-ICF.json
10/04/2024,29,106,14140,779,4,1291,0,4228,81775,1561,62,6,387,18,10,14,4632,2592,16,52,757,834,6790,3,31,40,75,39,4,mail_content_filter_incoming,0,20240410-PRO-ICF.json
11/04/2024,14,105,14144,776,4,1286,0,4218,81787,1561,56,11,391,9,13,5,4624,2594,22,57,744,830,6784,0,24,36,82,51,0,mail_content_filter_incoming,6,20240411-PRO-ICF.json
12/04/2024,19,94,14147,771,0,1284,0,4218,81789,1573,54,14,392,17,6,14,4629,2576,22,55,743,830,6789,0,23,40,85,34,3,mail_content_filter_incoming,4,20240412-PRO-ICF.json
13/04/2024,29,92,14142,763,0,1286,10,4218,81783,1571,54,11,382,2,21,21,4626,2585,17,57,748,835,6801,2,37,24,77,38,0,mail_content_filter_incoming,6,20240413-PRO-ICF.json
14/04/2024,14,105,14148,771,0,1288,0,4230,81793,1563,56,12,386,16,9,18,4631,2581,15,39,758,820,6786,9,35,37,73,32,7,mail_content_filter_incoming,0,20240414-PRO-ICF.json
15/04/2024,11,92,14133,774,8,1290,0,4225,81778,1561,66,8,381,19,22,20,4620,2592,25,58,744,825,6797,4,31,28,69,47,0,mail_content_filter_incoming,2,20240415-PRO-ICF.json
16/04/2024,13,91,14137,766,0,1287,0,4219,81791,1571,63,15,379,8,16,20,4624,2577,31,39,752,836,6784,5,22,28,82,46,2,mail_content_filter_incoming,0,20240416-PRO-ICF.json
17/04/2024,19,94,14149,778,7,1275,0,4217,81789,1560,54,14,380,15,8,3,4625,2578,33,48,753,820,6787,7,24,39,84,42,0,mail_content_filter_incoming,0,20240417-PRO-ICF.json
18/04/2024,17,94,14143,778,5,1293,1,4233,81780,1566,61,4,386,4,16,9,4630,2581,34,43,746,828,6801,0,30,20,67,51,7,mail_content_filter_incoming,0,20240418-PRO-ICF.json
19/04/2024,20,103,14147,768,6,1284,0,4217,81793,1580,53,4,391,10,15,16,4614,2587,35,54,760,829,6793,4,33,21,77,49,0,mail_content_filter_incoming,3,20240419-PRO-ICF.json
20/04/2024,21,98,14146,783,10,1278,0,4213,81774,1577,72,3,381,0,6,6,4620,2579,31,52,755,839,6802,9,33,34,83,33,5,mail_content_filter_incoming,0,20240420-PRO-ICF.json
21/04/2024,23,90,14137,769,0,1284,0,4226,81787,1571,66,15,390,15,20,9,4620,2578,27,49,759,835,6798,0,28,22,70,51,0,mail_content_filter_incoming,0,20240421-PRO-ICF.json
22/04/2024,10,93,14139,780,4,1286,5,4219,81783,1560,67,17,376,2,7,18,4617,2590,22,59,761,829,6795,0,30,38,76,35,1,mail_content_filter_incoming,4,20240422-PRO-ICF.json
23/04/2024,21,95,14132,765,0,1294,1,4219,81788,1580,72,7,373,19,19,14,4617,2589,35,44,761,830,6798,6,32,40,66,40,6,mail_content_filter_incoming,8,20240423-PRO-ICF.json
24/04/2024,16,100,14133,782,0,1290,0,4218,81793,1580,63,2,389,18,17,16,4614,2589,28,50,752,837,6801,0,20,31,80,46,0,mail_content_filter_incoming,9,20240424-PRO-ICF.json
25/04/2024,19,88,14140,764,6,1291,0,4230,81788,1570,64,9,386,11,6,13,4629,2577,35,39,752,836,6788,6,25,23,65,34,7,mail_content_filter_incoming,0,20240425-PRO-ICF.json
26/04/2024,28,89,14149,778,0,1283,0,4214,81783,1565,55,19,383,9,6,13,4632,2574,23,54,746,833,6784,0,24,35,74,37,7,mail_content_filter_incoming,0,20240426-PRO-ICF.json
27/04/2024,20,101,14137,782,2,1276,3,4220,81791,1570,57,10,375,15,14,18,4627,2589,23,46,756,840,6791,0,38,39,82,39,0,mail_content_filter_incoming,0,20240427-PRO-ICF.json
28/04/2024,27,89,14144,766,0,1280,9,4220,81780,1561,65,10,390,7,12,14,4618,2585,34,54,752,838,6791,0,27,25,74,44,0,mail_content_filter_incoming,7,20240428-PRO-ICF.json
29/04/2024,19,87,14148,775,0,1293,0,4215,81773,1574,71,7,373,5,10,15,4623,2578,29,55,747,831,6804,0,26,31,66,45,0,mail_content_filter_incoming,0,20240429-PRO-ICF.json
30/04/2024,13,100,14131,769,0,1287,9,4226,81787,1565,54,4,388,17,9,13,4624,2591,22,56,756,820,6790,9,29,21,79,31,1,mail_content_filter_incoming,0,20240430-PRO-ICF.json
01/05/2024,10,99,14139,772,0,1274,0,4233,81787,1575,56,11,387,0,15,4,4617,2584,32,59,761,836,6799,1,29,38,76,45,0,mail_content_filter_incoming,7,20240501-PRO-ICF.json
02/05/2024,21,100,14140,764,0,1275,0,4223,81790,1569,53,20,374,17,24,7,4616,2594,30,39,754,838,6791,10,27,20,73,45,10,mail_content_filter_incoming,9,20240502-PRO-ICF.json
03/05/2024,29,100,14135,781,7,1274,0,4230,81790,1573,67,20,384,5,16,6,4621,2574,33,51,745,834,6791,9,19,21,66,39,1,mail_content_filter_incoming,0,20240503-PRO-ICF.json
04/05/2024,12,91,14147,774,5,1294,8,4222,81788,1568,63,1,386,17,7,23,4630,2594,31,58,756,823,6796,8,34,34,77,36,0,mail_content_filter_incoming,4,20240504-PRO-ICF.json
05/05/2024,28,103,14143,770,9,1286,0,4218,81782,1565,67,13,387,0,21,12,4615,2583,28,47,750,820,6797,0,18,39,71,48,0,mail_content_filter_incoming,0,20240505-PRO-ICF.json
06/05/2024,14,87,14138,764,0,1293,0,4228,81789,1563,59,4,386,13,21,8,4626,2581,22,43,755,824,6789,5,20,24,77,37,0,mail_content_filter_incoming,4,20240506-PRO-ICF.json
07/05/2024,23,107,14135,766,5,1288,9,4213,81783,1567,61,1,388,6,23,20,4619,2580,21,42,762,830,6790,0,19,26,67,43,0,mail_content_filter_incoming,0,20240507-PRO-ICF.json
08/05/2024,14,94,14149,768,0,1283,5,4230,81793,1579,56,4,384,10,9,23,4629,2578,28,59,745,827,6795,0,27,32,66,35,3,mail_content_filter_incoming,0,20240508-PRO-ICF.json
09/05/2024,16,102,14129,769,9,1274,9,4217,81773,1561,62,12,378,5,18,4,4627,2574,35,44,762,829,6785,6,32,22,73,37,8,mail_content_filter_incoming,5,20240509-PRO-ICF.json
10/05/2024,18,98,14147,768,0,1287,0,4225,81786,1579,68,7,391,15,17,14,4632,2594,26,59,742,828,6792,4,35,21,66,46,10,mail_content_filter_incoming,0,20240510-PRO-ICF.json
11/05/2024,19,92,14131,775,0,1278,2,4225,81780,1567,55,12,372,3,15,4,4629,2578,21,42,742,822,6797,0,23,32,66,49,0,mail_content_filter_incoming,5,20240511-PRO-ICF.json
12/05/2024,14,103,14129,768,0,1292,0,4219,81784,1574,66,14,384,9,8,12,4630,2575,26,54,744,835,6799,0,19,32,78,41,3,mail_content_filter_incoming,0,20240512-PRO-ICF.json
13/05/2024,24,95,14139,783,0,1291,1,4228,81773,1566,60,0,374,3,26,5,4627,2586,17,53,742,832,6802,0,31,32,84,41,0,mail_content_filter_incoming,0,20240513-PRO-ICF.json
14/05/2024,17,92,14142,767,0,1290,0,4217,81780,1561,72,13,381,9,10,5,4614,2587,31,47,754,821,6786,0,26,35,75,40,2,mail_content_filter_incoming,0,20240514-PRO-ICF.json
15/05/2024,12,87,14147,773,4,1286,0,4216,81790,1576,59,0,387,8,9,13,4632,2582,35,48,757,829,6801,9,19,40,80,48,3,mail_content_filter_incoming,5,20240515-PRO-ICF.json
16/05/2024,27,87,14145,765,6,1282,4,4217,81785,1572,68,1,382,12,12,22,4631,2594,20,48,744,833,6795,0,37,31,80,49,0,mail_content_filter_incoming,10,20240516-PRO-ICF.json
17/05/2024,20,100,14137,768,5,1294,5,4219,81777,1566,62,20,375,15,13,18,4620,2579,18,48,746,820,6797,0,32,23,73,33,0,mail_content_filter_incoming,9,20240517-PRO-ICF.json
18/05/2024,16,103,14136,773,0,1277,10,4215,81780,1580,58,1,392,3,6,18,4622,2580,26,40,747,828,6787,3,20,24,83,35,0,mail_content_filter_incoming,2,20240518-PRO-ICF.json
19/05/2024,10,103,14148,770,0,1288,7,4222,81781,1579,69,17,372,7,23,3,4618,2588,35,47,762,834,6803,9,24,34,67,42,0,mail_content_filter_incoming,0,20240519-PRO-ICF.json
20/05/2024,17,102,14136,777,0,1285,3,4222,81776,1570,59,6,387,1,20,3,4624,2587,28,54,743,840,6802,7,23,30,81,46,1,mail_content_filter_incoming,2,20240520-PRO-ICF.json
21/05/2024,13,88,14133,772,3,1291,0,4228,81780,1564,63,10,387,1,19,13,4616,2592,34,39,752,827,6788,0,30,25,73,45,0,mail_content_filter_incoming,2,20240521-PRO-ICF.json
22/05/2024,22,102,14144,773,9,1293,0,4214,81773,1562,59,8,380,20,8,12,4613,2585,35,56,743,832,6784,8,23,21,68,43,10,mail_content_filter_incoming,10,20240522-PRO-ICF.json
23/05/2024,23,100,14131,765,6,1277,0,4216,81785,1571,57,11,373,1,23,6,4623,2592,25,58,742,829,6786,0,34,21,80,50,0,mail_content_filter_incoming,0,20240523-PRO-ICF.json
24/05/2024,17,96,14143,783,0,1282,0,4228,81792,1565,70,14,374,10,24,5,4620,2583,31,57,751,820,6801,0,23,36,67,33,0,mail_content_filter_incoming,0,20240524-PRO-ICF.json
25/05/2024,27,101,14148,765,8,1277,9,4219,81784,1565,64,8,381,4,16,21,4632,2593,21,42,756,833,6798,3,32,33,78,43,0,mail_content_filter_incoming,8,20240525-PRO-ICF.json
26/05/2024,26,97,14137,771,7,1282,1,4223,81783,1580,67,12,386,13,12,10,4622,2582,20,39,752,820,6794,0,29,32,85,37,5,mail_content_filter_incoming,8,20240526-PRO-ICF.json
27/05/2024,10,88,14144,777,6,1282,0,4221,81788,1563,65,9,387,18,8,21,4615,2586,21,52,760,830,6803,2,21,33,76,38,5,mail_content_filter_incoming,0,20240527-PRO-ICF.json
28/05/2024,26,87,14132,783,0,1292,0,4226,81781,1561,59,2,374,3,23,7,4629,2588,34,42,750,833,6796,8,38,31,84,50,0,mail_content_filter_incoming,1,20240528-PRO-ICF.json
29/05/2024,14,101,14134,774,0,1284,1,4219,81778,1573,66,19,387,19,10,11,4632,2594,24,55,749,834,6788,0,32,38,71,33,2,mail_content_filter_incoming,0,20240529-PRO-ICF.json
30/05/2024,13,87,14131,767,9,1282,0,4220,81787,1561,57,13,381,11,20,19,4615,2583,34,51,749,831,6784,0,20,20,79,34,8,mail_content_filter_incoming,0,20240530-PRO-ICF.json
31/05/2024,11,87,14148,768,0,1282,0,4213,81786,1562,58,16,375,12,16,11,4630,2587,27,40,747,840,6793,8,23,33,70,33,7,mail_content_filter_incoming,0,20240531-PRO-ICF.json
01/06/2024,24,98,14141,781,0,1290,3,4216,81788,1570,60,3,372,16,11,18,4627,2577,18,48,759,837,6792,0,23,29,77,39,0,mail_content_filter_incoming,0,20240601-PRO-ICF.json
02/06/2024,14,100,14131,776,8,1290,0,4222,81777,1560,66,12,388,17,8,17,4632,2574,16,52,759,822,6792,9,32,21,74,35,0,mail_content_filter_incoming,0,20240602-PRO-ICF.json
03/06/2024,22,102,14134,768,7,1281,0,4231,81776,1568,58,0,387,20,24,7,4615,2585,20,53,747,831,6785,3,31,35,69,33,9,mail_content_filter_incoming,9,20240603-PRO-ICF.json
04/06/2024,29,92,14139,782,1,1293,0,4223,81776,1572,66,12,373,2,19,16,4616,2592,27,50,759,832,6804,2,25,34,66,38,1,mail_content_filter_incoming,0,20240604-PRO-ICF.json
05/06/2024,18,103,14130,770,0,1294,3,4213,81790,1579,72,15,381,1,18,11,4630,2581,30,50,761,820,6791,8,25,20,65,39,3,mail_content_filter_incoming,0,20240605-PRO-ICF.json
06/06/2024,18,87,14134,774,0,1281,0,4213,81784,1564,69,11,384,2,16,14,4613,2577,21,49,747,828,6789,6,23,36,75,31,4,mail_content_filter_incoming,4,20240606-PRO-ICF.json
07/06/2024,27,105,14147,767,1,1279,0,4232,81774,1572,53,11,380,13,12,16,4613,2588,17,43,751,823,6798,0,34,34,84,37,0,mail_content_filter_incoming,0,20240607-PRO-ICF.json
08/06/2024,28,104,14129,771,0,1280,0,4220,81789,1576,72,7,390,3,24,15,4612,2578,25,39,761,824,6799,3,25,27,66,35,0,mail_content_filter_incoming,5,20240608-PRO-ICF.json
09/06/2024,11,106,14143,774,0,1290,2,4217,81776,1560,70,16,390,20,26,16,4618,2586,29,55,747,836,6801,0,27,34,80,32,10,mail_content_filter_incoming,10,20240609-PRO-ICF.json
10/06/2024,26,88,14137,771,6,1288,7,4231,81774,1568,69,7,388,6,14,16,4622,2591,27,53,762,824,6790,0,35,20,84,48,1,mail_content_filter_incoming,2,20240610-PRO-ICF.json
11/06/2024,26,107,14132,778,0,1286,0,4221,81788,1579,71,8,375,8,13,9,4615,2589,32,44,756,827,6791,10,32,26,67,40,0,mail_content_filter_incoming,0,20240611-PRO-ICF.json
12/06/2024,28,92,14148,771,0,1287,0,4216,81783,1568,55,7,390,16,11,17,4619,2591,28,56,758,826,6803,0,32,25,69,44,5,mail_content_filter_incoming,0,20240612-PRO-ICF.json
13/06/2024,9,107,14141,783,0,1292,3,4215,81782,1579,53,18,384,2,6,4,4631,2577,28,51,753,838,6785,0,20,24,78,44,0,mail_content_filter_incoming,0,20240613-PRO-ICF.json
14/06/2024,12,102,14129,776,0,1279,0,4227,81786,1568,59,9,374,18,26,12,4625,2584,19,52,753,821,6790,0,18,40,69,42,0,mail_content_filter_incoming,0,20240614-PRO-ICF.json
15/06/2024,24,101,14138,774,4,1290,3,4228,81793,1569,53,9,380,15,20,7,4620,2594,35,51,750,839,6793,10,27,27,72,35,8,mail_content_filter_incoming,5,20240615-PRO-ICF.json
16/06/2024,11,87,14140,779,0,1281,0,4224,81785,1571,55,20,382,4,13,12,4618,2582,23,40,756,820,6804,1,33,38,83,49,0,mail_content_filter_incoming,6,20240616-PRO-ICF.json
17/06/2024,23,107,14148,774,10,1274,10,4225,81777,1572,58,5,386,14,18,8,4620,2580,19,52,752,834,6785,5,19,31,65,45,0,mail_content_filter_incoming,0,20240617-PRO-ICF.json
18/06/2024,21,91,14147,773,0,1289,0,4227,81790,1575,55,11,391,20,16,10,4618,2580,17,59,756,838,6784,0,31,31,68,41,9,mail_content_filter_incoming,0,20240618-PRO-ICF.json
19/06/2024,28,87,14143,783,8,1279,5,4222,81785,1565,57,12,382,16,25,18,4622,2580,17,41,753,825,6790,5,30,39,71,36,7,mail_content_filter_incoming,0,20240619-PRO-ICF.json
20/06/2024,9,107,14149,766,0,1280,0,4233,81790,1573,66,4,386,0,21,14,4630,2577,23,47,753,833,6785,0,21,37,69,42,0,mail_content_filter_incoming,3,20240620-PRO-ICF.json
21/06/2024,9,91,14138,778,10,1274,3,4216,81785,1570,59,14,379,7,6,13,4618,2583,20,56,761,820,6791,0,37,29,78,36,0,mail_content_filter_incoming,5,20240621-PRO-ICF.json
22/06/2024,23,88,14142,765,0,1278,9,4229,81780,1560,68,15,390,17,22,12,4627,2588,33,56,758,836,6803,2,19,37,79,39,9,mail_content_filter_incoming,0,20240622-PRO-ICF.json
23/06/2024,14,96,14131,776,0,1275,8,4221,81793,1565,58,3,384,11,24,16,4632,2581,30,56,744,827,6793,9,38,23,85,38,4,mail_content_filter_incoming,0,20240623-PRO-ICF.json
24/06/2024,28,103,14131,776,10,1287,2,4216,81776,1575,66,4,385,19,14,8,4612,2587,30,40,759,820,6785,10,31,36,67,40,0,mail_content_filter_incoming,0,20240624-PRO-ICF.json
25/06/2024,27,98,14131,763,0,1286,0,4219,81781,1579,56,4,388,14,21,18,4613,2591,25,57,751,825,6790,0,29,22,84,49,0,mail_content_filter_incoming,3,20240625-PRO-ICF.json
26/06/2024,23,97,14133,766,0,1292,1,4228,81791,1573,62,13,377,5,23,3,4627,2580,22,50,742,820,6794,0,25,24,73,38,0,mail_content_filter_incoming,3,20240626-PRO-ICF.json
27/06/2024,11,100,14149,777,0,1280,0,4216,81782,1574,67,10,386,12,23,19,4625,2580,30,41,749,834,6795,0,20,22,76,37,0,mail_content_filter_incoming,8,20240627-PRO-ICF.json
28/06/2024,27,105,14141,764,3,1292,8,4233,81779,1579,71,8,384,10,8,4,4624,2590,21,55,746,839,6787,0,34,21,79,33,7,mail_content_filter_incoming,0,20240628-PRO-ICF.json
29/06/2024,9,104,14143,766,0,1293,0,4219,81785,1560,59,13,388,16,6,19,4632,2584,32,55,751,828,6800,2,18,36,67,33,0,mail_content_filter_incoming,0,20240629-PRO-ICF.json
30/06/2024,16,90,14129,769,0,1278,0,4216,81777,1562,67,16,375,3,20,3,4621,2579,22,43,757,830,6789,2,29,39,79,40,2,mail_content_filter_incoming,6,20240630-PRO-ICF.json
01/07/2024,11,93,14148,772,0,1276,0,4225,81792,1572,54,7,386,12,7,17,4627,2578,30,44,743,840,6785,0,18,38,85,48,0,mail_content_filter_incoming,0,20240701-PRO-ICF.json
02/07/2024,24,96,14139,770,0,1292,0,4220,81785,1567,68,11,374,15,14,9,4619,2593,18,57,752,836,6804,0,28,38,85,44,3,mail_content_filter_incoming,0,20240702-PRO-ICF.json
03/07/2024,12,99,14129,782,0,1289,1,4214,81787,1570,55,18,383,5,18,17,4627,2594,26,39,750,832,6787,9,34,37,84,31,2,mail_content_filter_incoming,0,20240703-PRO-ICF.json
04/07/2024,11,96,14133,783,9,1274,3,4231,81784,1569,67,6,383,10,19,11,4616,2588,19,57,750,826,6802,1,29,20,82,32,0,mail_content_filter_incoming,3,20240704-PRO-ICF.json
05/07/2024,9,105,14141,770,4,1293,0,4224,81790,1568,69,5,383,17,9,17,4618,2593,21,45,761,832,6793,0,33,31,73,32,0,mail_content_filter_incoming,9,20240705-PRO-ICF.json
06/07/2024,25,100,14137,770,6,1278,0,4223,81777,1560,59,5,375,17,19,13,4630,2577,32,42,760,836,6784,0,34,31,85,41,0,mail_content_filter_incoming,0,20240706-PRO-ICF.json
07/07/2024,20,95,14142,778,0,1291,10,4222,81780,1563,72,10,372,11,19,18,4625,2593,25,58,756,839,6797,8,21,29,72,47,4,mail_content_filter_incoming,0,20240707-PRO-ICF.json
08/07/2024,20,107,14136,776,0,1288,0,4219,81787,1567,69,1,374,2,12,5,4628,2582,21,48,744,826,6802,0,33,20,70,39,0,mail_content_filter_incoming,1,20240708-PRO-ICF.json
09/07/2024,9,104,14132,772,7,1285,5,4229,81776,1572,63,13,392,0,22,19,4613,2582,17,55,761,821,6800,9,26,27,82,37,0,mail_content_filter_incoming,0,20240709-PRO-ICF.json
10/07/2024,29,89,14135,780,3,1291,0,4219,81780,1575,72,4,384,5,26,18,4629,2577,32,41,753,831,6793,5,31,28,83,36,5,mail_content_filter_incoming,0,20240710-PRO-ICF.json
11/07/2024,24,104,14136,782,10,1291,0,4233,81791,1567,53,17,374,4,11,17,4632,2590,18,47,755,838,6789,6,34,27,79,50,10,mail_content_filter_incoming,1,20240711-PRO-ICF.json
12/07/2024,26,93,14141,768,0,1288,7,4233,81790,1573,54,15,385,7,10,17,4626,2587,15,52,748,839,6788,0,35,34,74,47,0,mail_content_filter_incoming,10,20240712-PRO-ICF.json
13/07/2024,22,89,14134,769,9,1286,0,4222,81777,1568,60,10,389,0,11,14,4624,2589,35,40,746,823,6800,0,32,29,74,48,8,mail_content_filter_incoming,5,20240713-PRO-ICF.json
14/07/2024,24,103,14130,768,5,1285,8,4222,81778,1571,53,2,378,12,17,17,4623,2585,25,54,751,836,6803,0,20,27,69,50,0,mail_content_filter_incoming,2,20240714-PRO-ICF.json
15/07/2024,11,96,14140,771,2,1274,2,4230,81779,1568,57,13,378,0,17,9,4619,2590,32,44,762,829,6791,2,37,34,75,45,0,mail_content_filter_incoming,9,20240715-PRO-ICF.json
16/07/2024,15,89,14148,782,0,1275,5,4218,81783,1572,64,17,377,15,10,10,4613,2586,35,45,755,831,6786,0,26,30,75,45,9,mail_content_filter_incoming,4,20240716-PRO-ICF.json
17/07/2024,14,104,14147,777,2,1292,0,4216,81780,1572,64,15,391,8,23,19,4625,2590,34,57,754,839,6792,0,24,37,81,35,2,mail_content_filter_incoming,0,20240717-PRO-ICF.json
18/07/2024,17,88,14141,763,0,1288,7,4218,81790,1560,59,10,386,13,22,22,4631,2577,15,56,762,840,6794,0,37,27,84,34,0,mail_content_filter_incoming,1,20240718-PRO-ICF.json
