data.date,data.resultSet.0.failed_dkim,data.resultSet.1.total_graymail_recipients,data.resultSet.10.marketing_mail,data.resultSet.11.ims_spam_increment_over_case,data.resultSet.12.total_mailbox_auto_remediated_recipients,data.resultSet.13.detected_spam_certain,data.resultSet.14.detected_spam_suspect,data.resultSet.15.blocked_dmarc,data.resultSet.16.total_threat_recipients,data.resultSet.17.total_recipients,data.resultSet.18.verif_decrypt_fail,data.resultSet.19.detected_amp,data.resultSet.2.detected_spam,data.resultSet.20.bulk_mail,data.resultSet.21.social_mail,data.resultSet.22.total_clean_recipients,data.resultSet.23.detected_virus_per_msg,data.resultSet.24.failed_spf,data.resultSet.25.blocked_reputation,data.resultSet.3.malicious_url,data.resultSet.4.total_spoofed_emails,data.resultSet.5.verif_decrypt_success,data.resultSet.6.detected_virus,data.resultSet.7.threat_content_filter,data.resultSet.8.blocked_invalid_recipient,data.resultSet.9.blocked_sdr,data.type,meta.totalCount,source_file
17/03/2024,0,214160,48329,0,0,17051,4408,18459,176904,821856,0,22,21454,73472,92338,430766,143,1160,146114,76,19588,9,987,8113,117,3,mail_incoming_traffic_summary,3,20240317-PRO-IM.json
18/03/2024,8,214163,48327,0,0,17058,4412,18459,176904,821852,4,14,21447,73471,92342,430782,131,1158,146118,73,19603,0,992,8110,122,0,mail_incoming_traffic_summary,13,20240318-PRO-IM.json
19/03/2024,1,214155,48341,0,11,17057,4397,18444,176914,821838,0,20,21449,73468,92345,430780,127,1161,146125,69,19597,4,978,8124,118,5,mail_incoming_traffic_summary,4,20240319-PRO-IM.json
20/03/2024,3,214156,48339,0,3,17055,4409,18460,176898,821848,8,22,21459,73476,92334,430778,129,1143,146117,73,19602,8,986,8106,129,0,mail_incoming_traffic_summary,3,20240320-PRO-IM.json
21/03/2024,0,214160,48334,0,0,17047,4399,18444,176913,821847,2,29,21458,73466,92334,430780,138,1147,146113,78,19590,0,988,8123,113,5,mail_incoming_traffic_summary,16,20240321-PRO-IM.json
22/03/2024,0,214170,48336,4,0,17050,4413,18456,176902,821838,0,28,21451,73466,92344,430783,136,1157,146123,74,19594,2,983,8115,115,0,mail_incoming_traffic_summary,1,20240322-PRO-IM.json
23/03/2024,0,214161,48330,0,1,17051,4410,18450,176911,821852,0,29,21461,73486,92341,430766,133,1142,146121,71,19591,1,997,8111,114,0,mail_incoming_traffic_summary,9,20240323-PRO-IM.json
24/03/2024,0,214166,48344,0,8,17055,4414,18449,176904,821846,0,25,21449,73481,92344,430777,128,1148,146127,78,19605,0,985,8123,111,0,mail_incoming_traffic_summary,14,20240324-PRO-IM.json
25/03/2024,0,214174,48345,4,3,17062,4409,18447,176912,821843,0,17,21452,73486,92345,430772,135,1149,146126,77,19602,0,979,8110,111,10,mail_incoming_traffic_summary,4,20240325-PRO-IM.json
26/03/2024,0,214155,48339,0,1,17055,4411,18456,176899,821839,8,21,21451,73482,92332,430774,126,1143,146119,70,19591,0,981,8123,116,5,mail_incoming_traffic_summary,9,20240326-PRO-IM.json
27/03/2024,0,214165,48346,0,0,17049,4414,18460,176899,821844,1,30,21455,73475,92331,430783,135,1146,146128,64,19602,10,985,8125,116,3,mail_incoming_traffic_summary,6,20240327-PRO-IM.json
28/03/2024,0,214159,48338,0,7,17052,4396,18455,176901,821849,0,28,21464,73468,92348,430775,129,1148,146117,66,19605,9,991,8105,116,4,mail_incoming_traffic_summary,0,20240328-PRO-IM.json
29/03/2024,0,214166,48339,6,0,17058,4399,18449,176908,821845,4,22,21456,73471,92342,430779,135,1150,146126,70,19599,0,983,8117,120,10,mail_incoming_traffic_summary,14,20240329-PRO-IM.json
30/03/2024,0,214170,48333,0,8,17065,4400,18447,176907,821857,1,15,21459,73474,92341,430779,127,1151,146112,61,19592,10,986,8116,123,0,mail_incoming_traffic_summary,7,20240330-PRO-IM.json
31/03/2024,0,214173,48342,0,3,17052,4407,18447,176916,821846,0,27,21450,73477,92339,430775,137,1149,146112,65,19603,0,979,8110,118,0,mail_incoming_traffic_summary,14,20240331-PRO-IM.json
01/04/2024,3,214171,48327,7,8,17052,4402,18440,176916,821843,1,28,21456,73480,92336,430781,145,1161,146130,72,19594,10,983,8114,125,4,mail_incoming_traffic_summary,6,20240401-PRO-IM.json
02/04/2024,3,214159,48326,8,11,17057,4410,18459,176910,821842,0,29,21450,73477,92333,430768,146,1141,146126,76,19593,1,987,8114,113,1,mail_incoming_traffic_summary,6,20240402-PRO-IM.json
03/04/2024,0,214160,48328,0,11,17047,4410,18445,176917,821854,1,11,21462,73471,92338,430765,137,1161,146110,78,19591,1,985,8113,111,6,mail_incoming_traffic_summary,10,20240403-PRO-IM.json
04/04/2024,3,214159,48345,0,0,17066,4405,18447,176899,821845,0,22,21456,73467,92336,430780,134,1160,146122,61,19595,0,992,8112,115,0,mail_incoming_traffic_summary,1,20240404-PRO-IM.json
05/04/2024,0,214172,48331,0,0,17066,4397,18455,176906,821847,0,26,21446,73484,92338,430783,129,1143,146125,70,19588,7,981,8111,125,7,mail_incoming_traffic_summary,0,20240405-PRO-IM.json
06/04/2024,0,214171,48337,0,3,17047,4400,18452,176917,821848,5,25,21464,73477,92335,430778,139,1158,146119,80,19594,0,986,8111,129,0,mail_incoming_traffic_summary,14,20240406-PRO-IM.json
07/04/2024,0,214156,48334,6,0,17067,4410,18454,176899,821846,8,30,21448,73467,92349,430778,140,1158,146112,68,19604,9,992,8114,125,2,mail_incoming_traffic_summary,16,20240407-PRO-IM.json
08/04/2024,6,214168,48334,8,1,17061,4413,18453,176912,821841,0,23,21451,73476,92346,430770,143,1143,146127,67,19598,0,986,8107,114,0,mail_incoming_traffic_summary,1,20240408-PRO-IM.json
09/04/2024,0,214171,48340,2,4,17048,4400,18447,176901,821839,3,20,21449,73467,92345,430784,141,1146,146128,68,19594,0,977,8106,119,0,mail_incoming_traffic_summary,10,20240409-PRO-IM.json
10/04/2024,7,214164,48326,0,0,17052,4407,18452,176899,821839,0,14,21452,73472,92334,430778,138,1156,146124,72,19585,10,980,8120,120,0,mail_incoming_traffic_summary,8,20240410-PRO-IM.json
11/04/2024,0,214167,48340,7,0,17067,4397,18446,176911,821857,0,23,21454,73469,92341,430776,127,1146,146122,75,19589,0,990,8106,120,4,mail_incoming_traffic_summary,0,20240411-PRO-IM.json
12/04/2024,0,214159,48335,2,1,17058,4400,18453,176901,821848,0,11,21449,73480,92331,430776,137,1156,146110,67,19597,4,994,8125,128,4,mail_incoming_traffic_summary,8,20240412-PRO-IM.json
13/04/2024,0,214172,48336,7,11,17047,4398,18459,176913,821851,0,14,21456,73472,92339,430778,128,1153,146118,66,19587,0,991,8111,119,0,mail_incoming_traffic_summary,9,20240413-PRO-IM.json
14/04/2024,6,214171,48329,0,0,17053,4402,18449,176898,821848,0,28,21464,73469,92332,430775,138,1148,146120,79,19585,0,997,8121,112,9,mail_incoming_traffic_summary,17,20240414-PRO-IM.json
15/04/2024,0,214172,48339,2,6,17050,4409,18452,176909,821853,6,31,21450,73469,92337,430765,135,1159,146129,60,19592,0,979,8113,124,3,mail_incoming_traffic_summary,8,20240415-PRO-IM.json
16/04/2024,8,214161,48330,11,6,17063,4412,18451,176916,821855,6,14,21455,73484,92336,430765,139,1160,146122,61,19601,0,988,8113,131,0,mail_incoming_traffic_summary,8,20240416-PRO-IM.json
17/04/2024,2,214172,48346,0,0,17066,4398,18440,176904,821843,0,14,21455,73482,92344,430778,140,1159,146130,68,19599,0,988,8111,119,0,mail_incoming_traffic_summary,0,20240417-PRO-IM.json
18/04/2024,1,214169,48336,0,0,17050,4412,18456,176909,821843,0,14,21461,73475,92347,430774,139,1142,146117,74,19590,4,991,8113,122,6,mail_incoming_traffic_summary,9,20240418-PRO-IM.json
19/04/2024,4,214174,48339,0,0,17065,4406,18459,176907,821858,0,29,21460,73470,92333,430768,143,1151,146124,76,19587,6,995,8121,124,0,mail_incoming_traffic_summary,2,20240419-PRO-IM.json
20/04/2024,2,214159,48334,9,0,17065,4408,18454,176901,821858,0,27,21456,73466,92331,430773,146,1152,146126,62,19595,5,987,8123,121,0,mail_incoming_traffic_summary,12,20240420-PRO-IM.json
21/04/2024,0,214160,48334,0,6,17062,4398,18460,176918,821843,6,11,21448,73479,92333,430783,145,1142,146125,60,19594,10,995,8119,130,0,mail_incoming_traffic_summary,5,20240421-PRO-IM.json
22/04/2024,2,214162,48345,0,3,17054,4399,18458,176910,821843,4,21,21459,73478,92340,430773,133,1159,146111,62,19590,2,979,8113,130,12,mail_incoming_traffic_summary,15,20240422-PRO-IM.json
23/04/2024,7,214166,48344,9,0,17062,4398,18445,176916,821857,2,30,21460,73485,92334,430775,135,1158,146115,74,19600,0,987,8116,120,8,mail_incoming_traffic_summary,12,20240423-PRO-IM.json
24/04/2024,0,214158,48326,4,0,17047,4400,18444,176915,821843,9,18,21453,73473,92342,430769,143,1155,146126,71,19596,0,994,8115,128,7,mail_incoming_traffic_summary,16,20240424-PRO-IM.json
25/04/2024,0,214154,48334,6,4,17049,4414,18446,176912,821855,7,24,21463,73478,92337,430777,146,1150,146122,80,19602,3,992,8124,126,0,mail_incoming_traffic_summary,7,20240425-PRO-IM.json
26/04/2024,9,214169,48344,6,5,17054,4409,18452,176898,821856,7,21,21466,73484,92334,430784,143,1143,146124,78,19598,0,996,8107,119,3,mail_incoming_traffic_summary,6,20240426-PRO-IM.json
27/04/2024,0,214158,48328,10,0,17064,4414,18456,176913,821848,1,26,21453,73484,92348,430772,130,1146,146129,76,19593,6,991,8119,122,4,mail_incoming_traffic_summary,0,20240427-PRO-IM.json
28/04/2024,0,214172,48342,6,8,17062,4416,18450,176918,821853,6,31,21458,73483,92335,430780,132,1155,146123,65,19601,0,980,8124,123,0,mail_incoming_traffic_summary,4,20240428-PRO-IM.json
29/04/2024,2,214161,48329,0,5,17061,4406,18446,176916,821855,4,16,21446,73474,92351,430775,143,1143,146128,70,19604,0,979,8116,124,7,mail_incoming_traffic_summary,14,20240429-PRO-IM.json
30/04/2024,5,214170,48344,0,0,17049,4403,18455,176901,821853,0,11,21456,73479,92337,430783,127,1157,146121,67,19599,8,994,8109,114,1,mail_incoming_traffic_summary,13,20240430-PRO-IM.json
01/05/2024,0,214154,48336,6,7,17056,4407,18455,176918,821842,0,27,21466,73466,92335,430774,129,1141,146119,77,19595,0,993,8119,115,0,mail_incoming_traffic_summary,0,20240501-PRO-IM.json
02/05/2024,0,214174,48346,2,11,17063,4397,18447,176918,821850,0,28,21458,73472,92343,430774,141,1145,146115,69,19604,0,996,8112,121,5,mail_incoming_traffic_summary,6,20240502-PRO-IM.json
03/05/2024,8,214172,48329,3,4,17064,4413,18443,176905,821838,0,31,21462,73483,92340,430777,145,1144,146115,74,19591,0,992,8105,129,8,mail_incoming_traffic_summary,14,20240503-PRO-IM.json
04/05/2024,0,214174,48331,3,0,17055,4404,18454,176900,821851,0,12,21453,73474,92339,430768,137,1146,146123,62,19595,5,980,8118,112,0,mail_incoming_traffic_summary,5,20240504-PRO-IM.json
05/05/2024,3,214157,48338,0,8,17053,4400,18453,176902,821840,0,28,21452,73474,92334,430776,137,1143,146110,71,19591,0,981,8115,122,2,mail_incoming_traffic_summary,15,20240505-PRO-IM.json
06/05/2024,4,214167,48344,11,0,17059,4413,18454,176918,821852,0,29,21460,73470,92349,430774,134,1160,146129,69,19598,9,987,8121,127,0,mail_incoming_traffic_summary,3,20240506-PRO-IM.json
07/05/2024,6,214154,48339,0,8,17048,4399,18459,176905,821854,6,30,21449,73486,92342,430771,128,1144,146121,72,19597,0,994,8105,116,0,mail_incoming_traffic_summary,5,20240507-PRO-IM.json
08/05/2024,0,214167,48341,10,9,17062,4416,18440,176910,821842,9,27,21450,73468,92332,430783,145,1156,146130,62,19586,6,986,8106,113,2,mail_incoming_traffic_summary,8,20240508-PRO-IM.json
09/05/2024,0,214170,48331,0,0,17052,4410,18447,176915,821841,0,16,21456,73470,92350,430771,131,1145,146128,80,19599,9,993,8122,127,11,mail_incoming_traffic_summary,11,20240509-PRO-IM.json
10/05/2024,7,214161,48345,9,0,17053,4399,18454,176902,821841,10,13,21463,73473,92342,430783,142,1141,146119,75,19596,0,977,8120,125,0,mail_incoming_traffic_summary,3,20240510-PRO-IM.json
11/05/2024,0,214168,48336,0,10,17067,4414,18451,176898,821855,0,30,21449,73466,92331,430775,139,1155,146117,79,19603,0,987,8119,119,0,mail_incoming_traffic_summary,17,20240511-PRO-IM.json
12/05/2024,0,214158,48329,1,7,17061,4412,18459,176914,821857,0,23,21450,73483,92338,430768,141,1144,146120,75,19604,9,992,8116,116,4,mail_incoming_traffic_summary,0,20240512-PRO-IM.json
13/05/2024,0,214174,48328,7,11,17067,4398,18454,176903,821838,0,21,21447,73481,92349,430777,137,1154,146118,63,19588,0,991,8111,128,0,mail_incoming_traffic_summary,0,20240513-PRO-IM.json
14/05/2024,6,214173,48339,3,1,17051,4398,18455,176907,821851,0,21,21457,73472,92338,430768,139,1149,146128,63,19605,0,996,8109,118,0,mail_incoming_traffic_summary,7,20240514-PRO-IM.json
15/05/2024,0,214161,48339,10,6,17048,4399,18453,176914,821849,0,22,21454,73473,92333,430780,136,1142,146118,67,19596,10,997,8124,126,0,mail_incoming_traffic_summary,0,20240515-PRO-IM.json
16/05/2024,0,214156,48342,11,10,17047,4412,18457,176918,821839,2,27,21465,73472,92333,430768,130,1144,146124,71,19593,0,997,8117,116,7,mail_incoming_traffic_summary,15,20240516-PRO-IM.json
17/05/2024,0,214159,48346,7,5,17049,4415,18459,176907,821842,0,12,21447,73476,92349,430769,136,1148,146130,74,19604,0,992,8113,114,3,mail_incoming_traffic_summary,0,20240517-PRO-IM.json
18/05/2024,8,214162,48333,0,0,17064,4411,18447,176914,821848,5,12,21462,73484,92340,430771,144,1144,146117,69,19588,0,983,8109,115,0,mail_incoming_traffic_summary,12,20240518-PRO-IM.json
19/05/2024,7,214157,48338,0,0,17058,4406,18449,176898,821852,5,11,21449,73466,92341,430772,137,1151,146130,67,19591,4,978,8113,129,0,mail_incoming_traffic_summary,13,20240519-PRO-IM.json
20/05/2024,0,214161,48336,1,0,17047,4415,18447,176913,821844,0,17,21448,73474,92332,430772,141,1156,146129,63,19603,0,990,8107,114,10,mail_incoming_traffic_summary,0,20240520-PRO-IM.json
21/05/2024,4,214173,48337,6,8,17066,4396,18447,176908,821848,0,28,21466,73469,92349,430784,139,1158,146118,63,19589,0,991,8110,112,11,mail_incoming_traffic_summary,5,20240521-PRO-IM.json
22/05/2024,5,214154,48334,0,0,17047,4397,18449,176899,821838,0,24,21464,73474,92342,430773,145,1155,146122,62,19593,0,990,8116,120,8,mail_incoming_traffic_summary,13,20240522-PRO-IM.json
23/05/2024,0,214164,48334,6,6,17059,4402,18443,176918,821839,0,16,21446,73473,92334,430783,140,1153,146125,74,19587,5,985,8107,131,5,mail_incoming_traffic_summary,0,20240523-PRO-IM.json
24/05/2024,8,214163,48346,0,8,17063,4411,18457,176898,821858,5,18,21458,73481,92343,430785,141,1154,146118,70,19602,0,989,8112,129,0,mail_incoming_traffic_summary,15,20240524-PRO-IM.json
25/05/2024,5,214154,48346,2,11,17060,4402,18458,176918,821851,5,12,21462,73475,92339,430779,141,1156,146113,71,19598,4,987,8123,114,0,mail_incoming_traffic_summary,5,20240525-PRO-IM.json
26/05/2024,0,214160,48330,6,3,17065,4406,18456,176915,821853,0,28,21446,73484,92339,430770,146,1154,146122,74,19590,5,992,8109,127,12,mail_incoming_traffic_summary,0,20240526-PRO-IM.json
27/05/2024,5,214159,48328,2,4,17066,4411,18456,176899,821853,9,27,21456,73470,92337,430766,141,1142,146110,79,19590,1,978,8108,123,11,mail_incoming_traffic_summary,13,20240527-PRO-IM.json
28/05/2024,8,214165,48327,2,10,17059,4409,18453,176918,821856,0,15,21449,73472,92349,430774,132,1158,146116,62,19605,0,977,8111,118,10,mail_incoming_traffic_summary,12,20240528-PRO-IM.json
29/05/2024,2,214171,48345,0,0,17063,4409,18454,176903,821854,5,26,21460,73474,92346,430782,138,1160,146112,75,19603,0,993,8121,129,0,mail_incoming_traffic_summary,0,20240529-PRO-IM.json
30/05/2024,0,214156,48336,7,0,17058,4408,18454,176905,821840,0,26,21464,73467,92332,430767,140,1149,146128,66,19596,0,979,8107,111,0,mail_incoming_traffic_summary,3,20240530-PRO-IM.json
31/05/2024,0,214162,48343,0,0,17056,4406,18441,176900,821848,0,13,21453,73469,92349,430775,145,1161,146123,70,19602,0,985,8120,113,0,mail_incoming_traffic_summary,0,20240531-PRO-IM.json
01/06/2024,2,214155,48341,0,8,17052,4408,18455,176915,821850,0,12,21457,73474,92339,430774,128,1150,146118,77,19585,0,995,8120,121,3,mail_incoming_traffic_summary,1,20240601-PRO-IM.json
02/06/2024,0,214167,48338,4,0,17048,4406,18448,176901,821852,0,21,21457,73467,92331,430780,139,1141,146112,78,19600,0,984,8124,131,6,mail_incoming_traffic_summary,11,20240602-PRO-IM.json
03/06/2024,5,214171,48329,0,0,17058,4414,18458,176906,821847,4,31,21453,73478,92349,430782,143,1141,146112,66,19598,4,985,8106,127,10,mail_incoming_traffic_summary,2,20240603-PRO-IM.json
04/06/2024,2,214155,48327,10,0,17052,4406,18448,176909,821839,7,11,21450,73478,92350,430773,126,1160,146124,71,19592,2,993,8120,117,0,mail_incoming_traffic_summary,14,20240604-PRO-IM.json
05/06/2024,0,214168,48341,0,0,17062,4416,18456,176916,821838,0,25,21465,73479,92339,430776,129,1147,146110,61,19605,0,994,8112,112,0,mail_incoming_traffic_summary,0,20240605-PRO-IM.json
06/06/2024,0,214156,48332,10,0,17063,4416,18448,176900,821854,0,22,21460,73468,92340,430768,130,1141,146110,77,19601,5,988,8105,122,0,mail_incoming_traffic_summary,12,20240606-PRO-IM.json
07/06/2024,5,214160,48328,9,0,17060,4408,18458,176907,821844,3,20,21465,73472,92344,430776,132,1143,146119,69,19604,0,981,8125,121,9,mail_incoming_traffic_summary,7,20240607-PRO-IM.json
08/06/2024,0,214162,48342,0,5,17048,4411,18460,176902,821850,0,16,21446,73480,92341,430780,142,1160,146123,60,19594,0,994,8118,123,5,mail_incoming_traffic_summary,10,20240608-PRO-IM.json
09/06/2024,10,214156,48342,7,0,17052,4411,18458,176899,821847,0,22,21459,73471,92348,430773,138,1151,146126,77,19603,2,977,8105,123,4,mail_incoming_traffic_summary,0,20240609-PRO-IM.json
10/06/2024,0,214159,48335,0,1,17067,4415,18458,176913,821858,0,18,21449,73486,92331,430781,141,1158,146110,66,19587,6,977,8118,124,5,mail_incoming_traffic_summary,3,20240610-PRO-IM.json
11/06/2024,1,214174,48326,5,7,17055,4408,18448,176898,821841,0,25,21465,73480,92340,430778,138,1145,146113,75,19598,3,981,8106,127,1,mail_incoming_traffic_summary,16,20240611-PRO-IM.json
12/06/2024,9,214158,48346,0,4,17067,4412,18453,176903,821856,3,24,21452,73468,92332,430772,137,1153,146121,77,19604,6,989,8109,115,3,mail_incoming_traffic_summary,12,20240612-PRO-IM.json
13/06/2024,0,214164,48338,0,11,17062,4405,18460,176903,821838,10,21,21455,73471,92335,430775,143,1159,146126,67,19586,0,980,8120,127,0,mail_incoming_traffic_summary,11,20240613-PRO-IM.json
14/06/2024,0,214163,48342,2,9,17058,4402,18457,176915,821853,0,22,21461,73485,92351,430782,141,1151,146128,75,19593,0,979,8118,111,0,mail_incoming_traffic_summary,2,20240614-PRO-IM.json
15/06/2024,0,214170,48328,0,0,17066,4414,18454,176915,821847,0,16,21452,73485,92347,430770,144,1159,146117,69,19588,8,977,8118,125,12,mail_incoming_traffic_summary,0,20240615-PRO-IM.json
16/06/2024,0,214167,48335,0,1,17061,4413,18460,176906,821848,9,11,21466,73481,92337,430768,130,1157,146115,66,19587,0,995,8115,130,12,mail_incoming_traffic_summary,0,20240616-PRO-IM.json
17/06/2024,0,214169,48345,11,0,17061,4415,18456,176913,821853,0,16,21465,73486,92337,430784,144,1160,146123,76,19586,0,992,8106,126,8,mail_incoming_traffic_summary,3,20240617-PRO-IM.json
18/06/2024,0,214160,48329,5,3,17058,4416,18441,176902,821841,0,11,21466,73467,92336,430780,142,1154,146119,69,19600,0,989,8107,130,5,mail_incoming_traffic_summary,16,20240618-PRO-IM.json
19/06/2024,0,214171,48329,0,11,17056,4404,18460,176917,821846,0,29,21461,73484,92343,430773,136,1159,146130,64,19585,4,987,8119,130,0,mail_incoming_traffic_summary,9,20240619-PRO-IM.json
20/06/2024,0,214173,48334,0,0,17047,4398,18440,176903,821850,10,22,21459,73476,92345,430777,135,1155,146121,72,19599,2,977,8107,121,0,mail_incoming_traffic_summary,10,20240620-PRO-IM.json
21/06/2024,6,214156,48338,0,2,17048,4411,18443,176899,821851,2,14,21466,73478,92350,430766,133,1154,146124,73,19589,8,983,8106,129,12,mail_incoming_traffic_summary,0,20240621-PRO-IM.json
22/06/2024,0,214160,48331,5,0,17063,4401,18447,176898,821839,8,25,21460,73468,92341,430773,141,1151,146128,71,19604,2,993,8117,128,5,mail_incoming_traffic_summary,8,20240622-PRO-IM.json
23/06/2024,10,214173,48326,0,0,17061,4415,18441,176907,821851,0,20,21448,73485,92339,430766,137,1158,146112,71,19588,6,979,8112,123,10,mail_incoming_traffic_summary,7,20240623-PRO-IM.json
24/06/2024,6,214165,48341,9,1,17062,4401,18449,176898,821839,0,12,21463,73472,92333,430776,128,1157,146123,64,19593,0,985,8124,131,7,mail_incoming_traffic_summary,0,20240624-PRO-IM.json
25/06/2024,6,214159,48343,0,0,17054,4412,18460,176898,821841,0,21,21453,73486,92341,430780,138,1160,146118,79,19596,1,985,8111,119,0,mail_incoming_traffic_summary,0,20240625-PRO-IM.json
26/06/2024,0,214164,48327,6,8,17052,4412,18452,176903,821849,1,27,21456,73480,92336,430783,132,1155,146110,76,19586,0,993,8110,130,1,mail_incoming_traffic_summary,10,20240626-PRO-IM.json
27/06/2024,8,214171,48343,9,8,17049,4401,18444,176918,821845,9,23,21461,73476,92345,430776,132,1161,146125,60,19601,0,987,8112,127,0,mail_incoming_traffic_summary,9,20240627-PRO-IM.json
28/06/2024,0,214166,48342,2,6,17050,4397,18447,176911,821858,0,31,21450,73466,92342,430777,145,1151,146130,78,19601,2,977,8114,116,7,mail_incoming_traffic_summary,17,20240628-PRO-IM.json
29/06/2024,0,214169,48332,8,0,17049,4414,18442,176914,821839,0,18,21450,73482,92340,430772,127,1159,146125,63,19591,0,990,8120,126,5,mail_incoming_traffic_summary,15,20240629-PRO-IM.json
30/06/2024,7,214171,48332,0,0,17050,4408,18451,176902,821852,0,23,21448,73468,92348,430783,129,1141,146128,62,19602,0,996,8110,111,5,mail_incoming_traffic_summary,8,20240630-PRO-IM.json
01/07/2024,1,214155,48332,2,0,17050,4408,18445,176911,821842,0,13,21464,73467,92340,430783,134,1153,146113,77,19585,3,983,8116,118,0,mail_incoming_traffic_summary,12,20240701-PRO-IM.json
02/07/2024,0,214154,48327,0,0,17060,4412,18447,176918,821841,0,23,21463,73477,92331,430765,133,1159,146118,69,19588,2,981,8117,126,3,mail_incoming_traffic_summary,17,20240702-PRO-IM.json
03/07/2024,2,214174,48339,2,4,17064,4416,18457,176918,821853,0,11,21451,73470,92331,430773,143,1156,146112,64,19605,6,997,8114,117,11,mail_incoming_traffic_summary,0,20240703-PRO-IM.json
04/07/2024,10,214156,48327,11,7,17050,4404,18453,176907,821852,0,15,21447,73472,92344,430765,140,1150,146113,79,19585,8,993,8110,119,2,mail_incoming_traffic_summary,12,20240704-PRO-IM.json
05/07/2024,10,214157,48329,0,0,17059,4405,18452,176906,821851,5,23,21446,73474,92345,430782,137,1153,146115,77,19590,8,990,8125,122,5,mail_incoming_traffic_summary,7,20240705-PRO-IM.json
06/07/2024,1,214159,48341,0,0,17064,4403,18441,176905,821855,6,20,21462,73466,92334,430778,146,1156,146124,66,19604,0,987,8111,111,5,mail_incoming_traffic_summary,9,20240706-PRO-IM.json
07/07/2024,8,214166,48333,6,0,17053,4416,18459,176900,821856,0,21,21451,73479,92343,430775,129,1149,146112,73,19592,0,992,8111,116,0,mail_incoming_traffic_summary,4,20240707-PRO-IM.json
08/07/2024,5,214157,48340,3,0,17047,4410,18446,176906,821852,7,26,21459,73473,92342,430774,129,1149,146120,77,19589,3,980,8107,114,1,mail_incoming_traffic_summary,8,20240708-PRO-IM.json
09/07/2024,0,214163,48332,0,3,17048,4413,18454,176904,821851,0,13,21458,73474,92349,430771,128,1157,146112,65,19602,6,982,8118,113,6,mail_incoming_traffic_summary,3,20240709-PRO-IM.json
10/07/2024,8,214159,48338,6,0,17060,4397,18460,176905,821845,6,20,21457,73468,92346,430781,140,1153,146110,76,19602,0,978,8110,113,0,mail_incoming_traffic_summary,1,20240710-PRO-IM.json
11/07/2024,0,214172,48327,5,0,17067,4405,18456,176911,821841,0,21,21456,73479,92336,430772,127,1153,146125,67,19598,8,993,8109,118,0,mail_incoming_traffic_summary,14,20240711-PRO-IM.json
12/07/2024,0,214174,48337,6,0,17049,4409,18458,176915,821846,10,18,21448,73479,92343,430772,133,1156,146121,67,19598,7,995,8123,112,5,mail_incoming_traffic_summary,10,20240712-PRO-IM.json
13/07/2024,6,214159,48326,0,5,17060,4402,18445,176916,821847,0,18,21465,73482,92331,430774,132,1156,146118,70,19603,7,994,8107,123,0,mail_incoming_traffic_summary,0,20240713-PRO-IM.json
14/07/2024,0,214174,48327,1,1,17062,4402,18456,176918,821847,0,12,21450,73484,92343,430765,126,1154,146122,77,19587,0,992,8105,121,4,mail_incoming_traffic_summary,0,20240714-PRO-IM.json
15/07/2024,8,214167,48336,7,8,17048,4405,18443,176907,821858,0,17,21464,73479,92338,430774,142,1155,146118,72,19597,0,994,8108,127,6,mail_incoming_traffic_summary,7,20240715-PRO-IM.json
16/07/2024,6,214160,48333,3,6,17061,4411,18452,176913,821857,1,29,21460,73486,92337,430769,130,1149,146129,62,19605,1,980,8106,120,0,mail_incoming_traffic_summary,9,20240716-PRO-IM.json
17/07/2024,6,214169,48333,1,9,17048,4415,18449,176917,821839,0,20,21462,73474,92345,430773,131,1155,146111,73,19592,8,979,8114,114,9,mail_incoming_traffic_summary,11,20240717-PRO-IM.json
18/07/2024,7,214169,48344,11,10,17053,4415,18460,176903,821848,2,25,21461,73485,92346,430774,138,1148,146112,74,19585,5,988,8105,114,0,mail_incoming_traffic_summary,12,20240718-PRO-IM.json
19/07/2024,10,214164,48327,8,11,17048,4398,18445,176914,821857,0,19,21455,73482,92336,430782,126,1141,146128,63,19589,0,997,8119,123,0,mail_incoming_traffic_summary,2,20240719-PRO-IM.json
20/07/2024,0,214164,48334,1,5,17059,4408,18442,176911,821843,8,22,21459,73467,92344,430774,128,1141,146116,79,19594,0,977,8107,128,0,mail_incoming_traffic_summary,0,20240720-PRO-IM.json
21/07/2024,0,214174,48328,0,7,17056,4410,18450,176900,821845,0,12,21459,73480,92339,430784,128,1157,146120,64,19602,3,997,8105,126,8,mail_incoming_traffic_summary,0,20240721-PRO-IM.json
22/07/2024,0,214172,48341,0,0,17057,4402,18458,176898,821839,0,19,21451,73486,92351,430771,131,1160,146115,66,19588,8,988,8106,126,9,mail_incoming_traffic_summary,9,20240722-PRO-IM.json
23/07/2024,6,214160,48346,9,7,17056,4408,18460,176898,821852,0,21,21446,73479,92336,430775,138,1161,146124,62,19602,9,994,8118,122,12,mail_incoming_traffic_summary,0,20240723-PRO-IM.json
24/07/2024,0,214174,48329,0,0,17048,4402,18452,176913,821843,9,31,21449,73468,92343,430784,146,1149,146114,78,19600,0,994,8125,130,0,mail_incoming_traffic_summary,10,20240724-PRO-IM.json
25/07/2024,2,214154,48332,0,0,17059,4404,18448,176913,821841,0,23,21455,73467,92343,430766,139,1155,146130,64,19602,0,980,8117,126,0,mail_incoming_traffic_summary,4,20240725-PRO-IM.json
